ViolationID,VehicleID,ViolationType,Severity,Timestamp,LocationID,Latitude,Longitude
V276,VH6590,Overspeeding,Medium,2024-03-01 07:35:00,L28,17.42942571983694,78.47237359104805
V277,VH8081,Seat Belt Violation,Medium,2024-02-04 16:34:00,L29,17.41926642264202,78.46190561962834
V278,VH6413,Signal Jump,High,2024-02-14 13:31:00,L2,17.4235838082094,78.50940670194099
V279,VH7551,Seat Belt Violation,High,2024-03-06 11:34:00,L1,17.388696925848773,78.51948467452277
V280,VH5499,Overspeeding,Low,2024-01-16 23:15:00,L27,17.422884661826043,78.47506146535028
V281,VH9553,No Helmet,High,2024-01-26 11:37:00,L4,17.347783118812686,78.43712021208515
V282,VH8465,No Helmet,Low,2024-02-18 19:23:00,L6,17.420286633049596,78.4529179650497
V283,VH9899,Overspeeding,High,2024-02-10 22:24:00,L9,17.3972793745975,78.52620182613848
V284,VH2292,Seat Belt Violation,Medium,2024-02-23 14:01:00,L22,17.42910372636368,78.484530716867
V285,VH9048,Wrong Parking,High,2024-01-07 18:20:00,L15,17.391526287035532,78.51146598420398
V286,VH9784,Signal Jump,Medium,2024-01-16 19:57:00,L21,17.392058757365778,78.46753340864161
V287,VH4719,No Helmet,High,2024-03-09 04:01:00,L28,17.418595796572617,78.45944452245001
V288,VH3790,Signal Jump,Medium,2024-02-24 13:29:00,L27,17.37771339850062,78.46248206354954
V289,VH2502,Wrong Parking,Medium,2024-01-13 05:31:00,L1,17.38179200723034,78.53278279132792
V290,VH7248,No Helmet,Medium,2024-03-08 08:28:00,L25,17.36004983882578,78.46693184319557
V291,VH9564,Seat Belt Violation,Medium,2024-01-30 08:12:00,L17,17.40135774302477,78.49684927816268
V292,VH7890,Wrong Parking,Low,2024-01-29 03:46:00,L16,17.386273002844284,78.45298186467434
V293,VH5704,Wrong Parking,Medium,2024-01-07 02:03:00,L23,17.37429437894633,78.45001325427478
V294,VH1701,Seat Belt Violation,Medium,2024-01-27 03:38:00,L10,17.415103068346284,78.44034962671921
V295,VH1939,No Helmet,Medium,2024-01-09 05:06:00,L20,17.3396160194807,78.47880632690476
V296,VH6181,Signal Jump,High,2024-02-17 14:31:00,L30,17.39233845713439,78.4903428531003
V297,VH3472,No Helmet,Medium,2024-01-11 03:23:00,L23,17.386656584847177,78.46674919441527
V298,VH9091,Seat Belt Violation,High,2024-02-26 00:58:00,L11,17.432855448065684,78.47429902717072
V299,VH6860,No Helmet,High,2024-02-22 23:57:00,L22,17.432388723146236,78.4902638155856
V300,VH2767,Overspeeding,Medium,2024-03-04 03:42:00,L8,17.421898117973562,78.52213170944076
V301,VH9490,Overspeeding,Medium,2024-01-19 23:48:00,L27,17.348956227637743,78.47514216636286
V302,VH2357,Overspeeding,Medium,2024-02-15 15:18:00,L6,17.397926609002088,78.49286815231781
V303,VH5308,Seat Belt Violation,Low,2024-01-23 22:43:00,L19,17.362884892602573,78.44873111244921
V304,VH7392,Overspeeding,Medium,2024-01-17 07:05:00,L18,17.361908755796104,78.5176832093578
V305,VH3963,Overspeeding,High,2024-01-13 14:09:00,L17,17.401473931427777,78.47857997630064
V306,VH9164,Wrong Parking,Low,2024-02-06 00:06:00,L12,17.343090236524834,78.48748159048165
V307,VH6475,Signal Jump,Medium,2024-01-08 01:34:00,L30,17.361799570949195,78.47966491571836
V308,VH7275,Wrong Parking,Low,2024-01-27 09:53:00,L25,17.418577732615663,78.46489162493735
V309,VH6234,No Helmet,High,2024-02-22 05:56:00,L13,17.339825546714035,78.53038374153542
V310,VH8061,Signal Jump,High,2024-02-15 14:08:00,L1,17.401235165326998,78.45263932451616
V311,VH2714,Seat Belt Violation,Medium,2024-03-10 05:22:00,L23,17.378938649488216,78.44436447619634
V312,VH6388,Overspeeding,High,2024-01-14 13:41:00,L12,17.375964720727826,78.49749348745624
V313,VH7829,No Helmet,High,2024-02-19 01:43:00,L27,17.372515052995784,78.48068254285778
V314,VH6084,Overspeeding,Low,2024-01-01 02:41:00,L19,17.384190389434167,78.4473122450366
V315,VH5932,Seat Belt Violation,High,2024-02-01 08:51:00,L12,17.347354445812957,78.45285719976755
V316,VH2177,Signal Jump,Medium,2024-01-03 15:46:00,L18,17.416553897283727,78.44280655203424
V317,VH3741,No Helmet,High,2024-01-10 18:07:00,L6,17.427724560037102,78.51248514662497
V318,VH1272,Overspeeding,High,2024-01-09 01:24:00,L10,17.403435784741458,78.4393409164709
V319,VH8092,Signal Jump,Low,2024-01-19 19:06:00,L8,17.346429619987006,78.44686818001581
V320,VH7568,No Helmet,Low,2024-02-06 21:49:00,L25,17.376174426277693,78.45833376803972
V321,VH8567,No Helmet,Low,2024-03-06 14:36:00,L9,17.364239898078075,78.44260007675152
V322,VH7857,Overspeeding,High,2024-01-23 14:43:00,L17,17.4267974998237,78.52253586945197
V323,VH4245,No Helmet,Low,2024-01-22 23:10:00,L21,17.347156744406256,78.51104059217664
V324,VH7042,Wrong Parking,High,2024-02-04 00:15:00,L20,17.379943131746142,78.47732863015823
V325,VH2826,No Helmet,Medium,2024-02-08 09:14:00,L10,17.36636593825189,78.46612465251403
V326,VH9622,Signal Jump,High,2024-02-09 05:00:00,L23,17.400975013592547,78.47960852352016
V327,VH2414,Wrong Parking,Low,2024-02-23 17:08:00,L9,17.4081674772519,78.43802709298939
V328,VH5317,Seat Belt Violation,High,2024-01-17 12:46:00,L24,17.337473589839846,78.44756558739891
V329,VH1232,No Helmet,High,2024-02-15 16:50:00,L18,17.40691439520928,78.51211157289902
V330,VH2375,No Helmet,Medium,2024-02-15 14:18:00,L29,17.340155157503283,78.45712291760907
V331,VH4447,Signal Jump,Medium,2024-02-12 03:33:00,L25,17.363794280663754,78.51884803116054
V332,VH6782,Seat Belt Violation,High,2024-01-12 12:22:00,L6,17.43343234626037,78.4757169183348
V333,VH9914,No Helmet,High,2024-01-10 21:18:00,L20,17.370109475020524,78.46997589546592
V334,VH6600,Seat Belt Violation,High,2024-01-11 22:18:00,L11,17.373442711805772,78.47714061716503
V335,VH1397,Seat Belt Violation,High,2024-01-29 01:24:00,L11,17.356158935898307,78.44017496938301
V336,VH6248,No Helmet,High,2024-02-15 22:56:00,L19,17.386891406084253,78.50546916129018
V337,VH3199,Seat Belt Violation,Low,2024-02-03 09:41:00,L10,17.369305098242403,78.46402446974012
V338,VH9357,No Helmet,Low,2024-02-09 20:58:00,L8,17.37982144230133,78.48519950973088
V339,VH6562,Wrong Parking,Medium,2024-01-05 17:26:00,L9,17.355283699354302,78.4537372574589
V340,VH2879,No Helmet,Low,2024-03-04 02:13:00,L22,17.364755475121406,78.47202464506005
V341,VH5718,No Helmet,Medium,2024-02-15 06:03:00,L30,17.33629171764601,78.4904151411128
V342,VH9689,Seat Belt Violation,High,2024-02-28 01:24:00,L17,17.383106637773,78.50170175486235
V343,VH1024,Seat Belt Violation,High,2024-01-01 08:58:00,L4,17.43338114513055,78.44432303256332
V344,VH1839,Overspeeding,High,2024-01-01 15:27:00,L18,17.400623678186484,78.45677210284603
V345,VH3987,Seat Belt Violation,Medium,2024-02-06 14:37:00,L30,17.370960405033415,78.46014946778273
V346,VH3730,Wrong Parking,Low,2024-02-08 03:50:00,L1,17.41106475896382,78.53612813861331
V347,VH8138,No Helmet,Low,2024-01-25 14:06:00,L15,17.420769531310125,78.48687313205673
V348,VH9752,No Helmet,Low,2024-01-26 22:48:00,L18,17.34134092471593,78.46788798210403
V349,VH8124,Signal Jump,Medium,2024-02-29 23:46:00,L30,17.42654448351503,78.50650184067294
V350,VH6225,Seat Belt Violation,High,2024-01-13 09:02:00,L5,17.39334565511013,78.53642723681625
V351,VH4114,Signal Jump,Low,2024-02-17 17:57:00,L17,17.418048555515565,78.46294065919422
V352,VH5238,Overspeeding,High,2024-01-23 14:44:00,L22,17.411405670983413,78.50008298970901
V353,VH6979,Seat Belt Violation,Medium,2024-01-21 14:57:00,L22,17.409518650887534,78.5307965744022
V354,VH7053,Seat Belt Violation,Medium,2024-02-02 04:53:00,L8,17.395330109691614,78.50722926404241
V355,VH9036,Wrong Parking,Medium,2024-02-03 02:54:00,L10,17.40513811679215,78.45994824009908
V356,VH9298,No Helmet,High,2024-01-22 08:18:00,L22,17.33767442786961,78.46733979311581
V357,VH1592,Signal Jump,Medium,2024-01-16 20:46:00,L23,17.417367701338804,78.51903894986921
V358,VH7720,Overspeeding,High,2024-01-28 22:19:00,L13,17.420344232257023,78.49372100279474
V359,VH9300,Signal Jump,Low,2024-02-01 05:21:00,L6,17.4254237588896,78.44566687213093
V360,VH5788,Wrong Parking,Medium,2024-01-30 19:25:00,L2,17.371369857240456,78.50095832654527
V361,VH8202,Seat Belt Violation,Medium,2024-01-29 12:05:00,L8,17.34640055212278,78.50050408350451
V362,VH9690,Signal Jump,High,2024-01-06 04:12:00,L25,17.393837218879455,78.47609872378034
V363,VH3257,Signal Jump,High,2024-01-17 14:26:00,L15,17.42111597390294,78.48964092536941
V364,VH1340,Wrong Parking,High,2024-01-10 19:26:00,L23,17.41580732359418,78.53392920560013
V365,VH8698,Signal Jump,High,2024-02-26 11:53:00,L26,17.428660978769567,78.49550991917997
V366,VH2882,No Helmet,High,2024-02-28 02:00:00,L2,17.434535015011726,78.50951215878942
V367,VH3355,Signal Jump,High,2024-01-18 21:54:00,L5,17.40557487849428,78.44499626453847
V368,VH9071,Signal Jump,Medium,2024-02-16 15:49:00,L1,17.355599583717044,78.46370003394485
V369,VH1342,Overspeeding,Medium,2024-03-01 11:00:00,L23,17.411341127159673,78.52190446169652
V370,VH2192,Signal Jump,Low,2024-02-18 19:36:00,L20,17.40610513004114,78.53606069786764
V371,VH4942,Seat Belt Violation,Low,2024-02-23 05:47:00,L18,17.432181154023013,78.44875502786452
V372,VH4550,Seat Belt Violation,Medium,2024-01-30 08:03:00,L24,17.42753688004061,78.52747892241399
V373,VH8042,Wrong Parking,High,2024-01-12 08:45:00,L8,17.433283758311074,78.49474200448181
V374,VH1833,Signal Jump,Low,2024-01-28 06:56:00,L1,17.380566210453953,78.53539563976197
V375,VH1350,Seat Belt Violation,Low,2024-03-02 06:34:00,L9,17.342458791699087,78.51121944585358
V376,VH6233,Overspeeding,Medium,2024-02-21 03:57:00,L21,17.342429430311817,78.53595831531199
V377,VH3136,Signal Jump,High,2024-02-12 15:52:00,L4,17.3697606190726,78.47990508464535
V378,VH4420,Wrong Parking,Low,2024-01-18 20:28:00,L16,17.38829978327907,78.49452470206262
V379,VH4231,Seat Belt Violation,Medium,2024-02-11 07:48:00,L17,17.36156664476065,78.53425468435837
V380,VH8980,Seat Belt Violation,High,2024-01-03 07:49:00,L9,17.340676548101865,78.44371690562765
V381,VH8845,Overspeeding,High,2024-02-29 16:51:00,L30,17.36074425536813,78.44105804318991
V382,VH6814,No Helmet,High,2024-03-04 23:11:00,L6,17.407845819592918,78.49437712887523
V383,VH8633,Overspeeding,Low,2024-02-08 12:18:00,L9,17.429313751874492,78.4618406651177
V384,VH6017,No Helmet,Medium,2024-01-17 06:53:00,L18,17.427844428551463,78.46192185493436
V385,VH4045,Overspeeding,Low,2024-03-06 14:33:00,L8,17.414953497095844,78.48602274397832
V386,VH5362,Wrong Parking,Medium,2024-01-10 14:51:00,L23,17.360864308491607,78.43740421954384
V387,VH7031,Signal Jump,High,2024-01-22 11:59:00,L20,17.37962367857418,78.48033217778159
V388,VH3722,No Helmet,Medium,2024-01-17 15:40:00,L9,17.348446378379556,78.50318068322822
V389,VH1513,Signal Jump,Low,2024-02-18 07:18:00,L14,17.386224457284495,78.48037339342368
V390,VH1088,Wrong Parking,Medium,2024-01-24 22:24:00,L16,17.365006458833108,78.43744432199541
V391,VH2239,Overspeeding,High,2024-01-29 16:56:00,L27,17.356494220029028,78.50513475083939
V392,VH4056,Signal Jump,Low,2024-01-06 20:30:00,L2,17.423454808495887,78.52888716081343
V393,VH6295,Seat Belt Violation,High,2024-03-09 15:57:00,L16,17.408680145996048,78.51546692077757
V394,VH1296,Signal Jump,Low,2024-02-29 01:22:00,L11,17.379491455144368,78.46049325566061
V395,VH4032,Wrong Parking,Low,2024-02-15 18:40:00,L18,17.346526905693818,78.5330292656947
V396,VH7030,No Helmet,Low,2024-01-17 16:34:00,L17,17.424070527370485,78.52848275065925
V397,VH7664,Overspeeding,Low,2024-01-12 22:57:00,L3,17.35970769202434,78.50678495966736
V398,VH1635,Signal Jump,Low,2024-01-22 03:51:00,L10,17.347595315990766,78.44176551547477
V399,VH7562,Seat Belt Violation,Low,2024-01-01 11:26:00,L7,17.372321986631857,78.53270805009475
V400,VH1555,Signal Jump,Low,2024-01-11 03:22:00,L27,17.35572404952601,78.52045447969368
V401,VH7227,Signal Jump,Medium,2024-02-28 22:01:00,L26,17.410772955438976,78.44413756441912
V402,VH9007,No Helmet,Medium,2024-02-13 06:03:00,L20,17.393367818416582,78.46892118199372
V403,VH9693,Signal Jump,High,2024-02-03 15:14:00,L24,17.349440925496623,78.48174824498017
V404,VH3684,Wrong Parking,Medium,2024-02-02 18:35:00,L29,17.425671128708718,78.50917776569982
V405,VH2450,Overspeeding,High,2024-02-22 06:14:00,L8,17.428156262876783,78.53279278935658
V406,VH9079,Signal Jump,Medium,2024-01-02 09:06:00,L18,17.35948876760863,78.45976828887464
V407,VH2524,Seat Belt Violation,Medium,2024-01-19 07:16:00,L14,17.417784875572057,78.5223743107805
V408,VH8954,Signal Jump,Low,2024-01-25 08:57:00,L1,17.348345823106477,78.44026257429549
V409,VH4926,Overspeeding,High,2024-01-18 14:40:00,L29,17.379949465341653,78.44640189008467
V410,VH7987,No Helmet,Medium,2024-02-08 19:12:00,L30,17.405750794338854,78.47716439359607
V411,VH3759,Wrong Parking,Low,2024-03-02 00:45:00,L16,17.410823645549904,78.44043093913655
V412,VH3091,Overspeeding,High,2024-01-03 00:14:00,L4,17.400812544548316,78.50912290251841
V413,VH1622,Signal Jump,Medium,2024-01-16 10:38:00,L15,17.434863252219802,78.45055642969778
V414,VH1458,Signal Jump,Low,2024-01-07 05:33:00,L10,17.35767420354667,78.51359682479236
V415,VH1298,Signal Jump,High,2024-02-27 10:37:00,L17,17.37386786799197,78.44618264019196
V416,VH5350,Signal Jump,High,2024-03-10 05:48:00,L24,17.422608036818268,78.4890310170916
V417,VH7779,Signal Jump,Low,2024-02-26 15:23:00,L27,17.395191842640315,78.49397736368834
V418,VH5435,Overspeeding,Medium,2024-02-03 02:12:00,L16,17.38320733517597,78.5322367510854
V419,VH2981,Wrong Parking,High,2024-01-08 05:03:00,L1,17.335838441222414,78.43695105715764
V420,VH9603,No Helmet,Low,2024-01-27 22:14:00,L17,17.352996452911228,78.52998428153525
V421,VH8902,Overspeeding,Low,2024-02-15 17:29:00,L13,17.38143516728851,78.5201451008118
V422,VH4276,No Helmet,Medium,2024-02-04 22:06:00,L26,17.400158174138276,78.48453031544635
V423,VH1409,Overspeeding,Medium,2024-02-04 13:43:00,L25,17.344414966632854,78.46878236874167
V424,VH9505,Seat Belt Violation,Medium,2024-02-17 21:11:00,L10,17.427246548371738,78.45227571447388
V425,VH7270,Seat Belt Violation,Low,2024-01-11 18:18:00,L2,17.39373029288173,78.4396205528216
V426,VH2141,Seat Belt Violation,Medium,2024-03-02 02:43:00,L26,17.336647597232005,78.4622947773164
V427,VH2400,Wrong Parking,Low,2024-02-07 16:13:00,L23,17.38277882399013,78.4424523739792
V428,VH8597,Overspeeding,Medium,2024-02-10 08:54:00,L16,17.419979479135858,78.51603322025935
V429,VH5486,Wrong Parking,Low,2024-03-07 19:54:00,L21,17.38255070706502,78.45687508259562
V430,VH7176,Seat Belt Violation,Medium,2024-03-02 17:45:00,L3,17.347682961753723,78.48738456176042
V431,VH3478,Signal Jump,High,2024-03-07 18:25:00,L5,17.381195749919748,78.50365899208221
V432,VH5929,Signal Jump,Medium,2024-01-22 14:01:00,L16,17.433704538692268,78.52403361120368
V433,VH6735,Seat Belt Violation,Low,2024-02-13 09:02:00,L2,17.414437993499813,78.46513395011833
V434,VH6679,Overspeeding,Low,2024-02-25 09:22:00,L20,17.418333112354386,78.47611130977683
V435,VH4833,Seat Belt Violation,High,2024-01-01 19:17:00,L14,17.424198708990502,78.53100640855767
V436,VH1813,Signal Jump,High,2024-02-28 07:14:00,L13,17.362700694484005,78.5291227262413
V437,VH8364,Wrong Parking,Low,2024-01-08 11:00:00,L28,17.410914982525412,78.52024004368582
V438,VH2126,No Helmet,Medium,2024-02-24 07:47:00,L1,17.363946677035113,78.44358605064068
V439,VH7099,Seat Belt Violation,Medium,2024-01-04 03:41:00,L14,17.406438058888625,78.5136309611246
V440,VH8918,Overspeeding,High,2024-02-27 07:11:00,L27,17.358171933412834,78.45029665761854
V441,VH4257,Seat Belt Violation,Medium,2024-01-26 01:47:00,L24,17.416442231873773,78.44052972214261
V442,VH3178,No Helmet,High,2024-02-20 05:21:00,L19,17.407678107196276,78.46311255060277
V443,VH8444,Wrong Parking,High,2024-01-09 13:26:00,L10,17.378306405448658,78.52074960304923
V444,VH9957,Wrong Parking,High,2024-03-04 17:56:00,L19,17.354274422526622,78.48066840249807
V445,VH5499,Wrong Parking,High,2024-01-25 04:07:00,L10,17.41425635866779,78.5178231399312
V446,VH8604,No Helmet,Low,2024-02-29 06:52:00,L9,17.374238170859233,78.46509201424202
V447,VH1766,No Helmet,Low,2024-02-04 22:40:00,L10,17.346085349421923,78.5355134741537
V448,VH4357,Seat Belt Violation,High,2024-02-23 01:50:00,L11,17.357145259530377,78.50550331321254
V449,VH7246,Wrong Parking,High,2024-01-31 11:26:00,L12,17.364006588037768,78.45247457893863
V450,VH1420,Seat Belt Violation,High,2024-02-18 05:21:00,L13,17.362461566632213,78.48653804019126
V451,VH5045,Wrong Parking,Medium,2024-01-08 00:16:00,L20,17.407759336412308,78.47219995931506
V452,VH2040,Overspeeding,Low,2024-02-27 16:48:00,L16,17.351730189582884,78.45757637019543
V453,VH5553,Seat Belt Violation,High,2024-03-01 13:36:00,L29,17.38007232334802,78.53150337670101
V454,VH7241,Seat Belt Violation,Low,2024-01-03 05:10:00,L10,17.351985274141043,78.47631559859009
V455,VH3189,Seat Belt Violation,High,2024-02-26 09:03:00,L20,17.426137391378713,78.5364963130743
V456,VH3942,Seat Belt Violation,High,2024-02-25 21:31:00,L14,17.433577693073204,78.50603245445748
V457,VH1439,No Helmet,High,2024-02-10 05:21:00,L4,17.410497650631658,78.50381795587289
V458,VH7746,Wrong Parking,High,2024-01-01 05:16:00,L1,17.387400043962447,78.5341706463706
V459,VH8558,Seat Belt Violation,Low,2024-02-05 02:51:00,L2,17.419697486156114,78.43971211886776
V460,VH5456,Wrong Parking,High,2024-02-21 21:08:00,L10,17.363939302413264,78.50585720151842
V461,VH5968,Signal Jump,Medium,2024-01-19 12:38:00,L25,17.34963436240978,78.53104137422253
V462,VH5436,Overspeeding,High,2024-01-03 08:03:00,L9,17.358937701843175,78.50977709840406
V463,VH5015,Overspeeding,High,2024-01-01 05:49:00,L14,17.392153912303268,78.51019103859818
V464,VH8381,Signal Jump,Low,2024-01-27 22:00:00,L15,17.361422773357383,78.45829961645599
V465,VH3949,Signal Jump,Low,2024-01-24 04:41:00,L22,17.393294540465853,78.48663101111462
V466,VH8413,Overspeeding,Low,2024-01-07 08:32:00,L10,17.35203080782889,78.47371010148298
V467,VH5852,No Helmet,High,2024-02-07 06:11:00,L16,17.344701455126835,78.47013738378996
V468,VH6371,No Helmet,Medium,2024-02-10 18:58:00,L20,17.351051704061145,78.4520396356223
V469,VH8361,Seat Belt Violation,Low,2024-01-17 14:32:00,L24,17.38298595152113,78.49185033177757
V470,VH7405,Overspeeding,High,2024-02-02 19:25:00,L23,17.366863182292388,78.53479550875468
V471,VH3966,Overspeeding,Medium,2024-02-20 17:11:00,L5,17.34822949879862,78.50090393661335
V472,VH9585,Seat Belt Violation,Low,2024-03-09 23:01:00,L5,17.430624994764727,78.48893219573058
V473,VH4038,Seat Belt Violation,Low,2024-03-02 00:46:00,L5,17.351619490422216,78.4971096024905
V474,VH5440,No Helmet,Medium,2024-01-22 03:15:00,L24,17.41388446881319,78.53318667227397
V475,VH8722,Signal Jump,Medium,2024-01-29 18:34:00,L14,17.415875681043083,78.48900497192328
V476,VH7120,Overspeeding,Low,2024-01-31 19:40:00,L9,17.363586633280633,78.43829499528381
V477,VH5478,No Helmet,Low,2024-01-15 01:12:00,L16,17.406539898410255,78.48413037775255
V478,VH2918,Overspeeding,Low,2024-03-05 00:55:00,L20,17.40085542749722,78.44230145779234
V479,VH9668,Signal Jump,Low,2024-02-27 23:40:00,L1,17.347305446364032,78.4707861357219
V480,VH6017,No Helmet,High,2024-01-31 03:58:00,L27,17.34778657361913,78.53642916815537
V481,VH6140,Overspeeding,High,2024-02-05 17:14:00,L7,17.34146789115716,78.45860436626478
V482,VH4318,Wrong Parking,Medium,2024-02-20 16:10:00,L29,17.37768544934744,78.50847142149632
V483,VH1356,No Helmet,High,2024-01-13 12:18:00,L16,17.39133349574412,78.51866089269609
V484,VH1078,Wrong Parking,Medium,2024-02-29 05:13:00,L19,17.407152952966413,78.49927766732097
V485,VH4279,No Helmet,High,2024-02-26 10:41:00,L5,17.36808493861953,78.5261112736638
V486,VH9983,Wrong Parking,Medium,2024-02-01 05:24:00,L23,17.337056540367342,78.50401637302706
V487,VH6428,Wrong Parking,High,2024-01-04 15:01:00,L29,17.375438006861085,78.4805567212656
V488,VH7394,Seat Belt Violation,Medium,2024-02-09 13:26:00,L5,17.38206168358318,78.46469475600895
V489,VH4026,No Helmet,Medium,2024-02-14 03:12:00,L1,17.385779639444536,78.50821770607709
V490,VH2606,Seat Belt Violation,Low,2024-02-05 23:58:00,L14,17.380041042015993,78.51633440006303
V491,VH2559,No Helmet,High,2024-01-11 04:43:00,L15,17.360283535408904,78.53226414746759
V492,VH4931,Overspeeding,High,2024-03-09 19:45:00,L6,17.431136022105232,78.45081116633058
V493,VH2534,Wrong Parking,High,2024-01-30 00:11:00,L11,17.37071135809538,78.45690888397716
V494,VH6658,Seat Belt Violation,High,2024-01-10 00:48:00,L17,17.33874886176345,78.48763461041302
V495,VH1926,No Helmet,Medium,2024-02-06 10:51:00,L20,17.336727460069124,78.44675666212135
V496,VH1050,No Helmet,Low,2024-02-27 20:30:00,L3,17.37505183852238,78.50380540751671
V497,VH5115,Seat Belt Violation,Medium,2024-02-16 16:11:00,L1,17.401741144289595,78.49429519841993
V498,VH6008,Overspeeding,Low,2024-02-06 13:02:00,L9,17.373134894459014,78.5192837301721
V499,VH3047,Signal Jump,High,2024-01-29 03:40:00,L1,17.430482253254432,78.4553453215907
V500,VH4667,Signal Jump,Low,2024-02-21 07:36:00,L28,17.412977351074165,78.52351167194712
